,lang,rank,result,type
1224,german,99999999,"['kölschen', 'kölsch', 'kölsn', 'kölsölschen', 'kölslschen', 'kölshen', 'kölsen', 'kölscn', 'kölsschen', 'kölscölschen']",negative
1225,german,99999999,"['neutestamhtlic', 'neutestamentlich', 'neutestamentlic', 'neutestamhtlich', 'heutestamehtlich', 'heutestamentlich', 'neutestamehtlich', 'hcutcstamchtlich', 'hcutcstamcntlich', 'ncutcstamchtlich']",negative
1226,german,99999999,"['kölschen', 'kölsch', 'kölscheh', 'kölscn', 'kölschh', 'kölsh', 'kölh', 'köh', 'kh', 'kölscen']",negative
1227,german,99999999,"['kölsch', 'kölsh', 'kölsölsch', 'kölslsch', 'kölssch', 'kölscölsch', 'kölsclsch', 'kölscch', 'kölscsch', 'kölscn']",negative
1228,german,99999999,"['neutestamentlichenen', 'neutestamentlichen', 'neutestamentlichehen', 'neutestamentlicnen', 'neuteschetamentlinen', 'neutestamentlichhen', 'neuteschtamentlienen', 'neutesctamentlihenen', 'neutestamentlicenen', 'neutestamentlinen']",negative
1229,german,99999999,"['kölsch', 'kölscn', 'kölsn', 'köln', 'kön', 'kn', 'kölsh', 'kölh', 'köh', 'kh']",negative
1230,german,99999999,"['neutestamentlichenen', 'neutestamentlichehen', 'nhen', 'keutestamentlichenen', 'knen', 'neutestamentlichen', 'nehen', 'neutestamentlichhen', 'neutestamentlihen', 'neutesthen']",negative
1231,german,99999999,"['kölsch', 'köösch', 'köölsch', 'kölsölsch', 'kölöch', 'köllch', 'kölölch', 'kölslsch', 'kölsh', 'kölssch']",negative
1232,german,99999999,"['neutestamentlichen', 'keutestamentlichen', 'nen', 'neutestamentlschen', 'nschen', 'nchen', 'nhen', 'nn', 'kichen', 'kchen']",negative
1233,german,99999999,"['kölschenen', 'kölschenekölsch', 'kölschenek', 'kölschenekölsche', 'nenekölsch', 'kölschenekölsc', 'kölscheneköl', 'nölschenek', 'kölschenekö', 'kölscheneköls']",negative
1234,german,99999999,"['neuteitamentlich', 'neutestamentlich', 'neuteeutestamentlitamentlich', 'neutestamentlitamentlich', 'neuteutestamentlitamentlich', 'neutelitamentlich', 'neutetlitamentlich', 'neutentlitamentlich', 'neuteentlitamentlich', 'neutementlitamentlich']",negative
1235,german,99999999,"['kölschen', 'kölschek', 'kölscheköl', 'kölscheköls', 'kölschekölsc', 'kölschekölsch', 'kölschekö', 'nölschek', 'nscheköl', 'ncheköls']",negative
1236,german,99999999,"['neuteitamentlich', 'neutestamentlitamentlich', 'neutestamentlich', 'neutestamentlih', 'neuteictamentlih', 'neutestamentlieutestamentlich', 'neutestamenteitamentlich', 'neutestamenteuteitamentlich', 'neutestamhtlitamentlich', 'neutestamamentlichtlitamentlich']",negative
1237,german,99999999,"['kölschenen', 'kölschen', 'kölschehen', 'kölscnen', 'kölschhen', 'kölscenen', 'kölsnen', 'kölsenen', 'kölshenen', 'kölscchenen']",negative
1238,german,99999999,"['neutestamentlich', 'neutestamhtlich', 'heutestamehtlich', 'heutestamentlich', 'neutestamehtlich', 'heutestamehtlicn', 'neutestamchtlich', 'neutlicestlicamentlich', 'neutestamichtlich', 'heutestamentlicn']",negative
1239,german,99999999,"['neuteitamentlichen', 'neutestamentlitamentlichen', 'neuteitamentlich', 'neutestamentlichen', 'neutestamentlin', 'neutestamentlieutestamentlichen', 'neuteichetamentlin', 'neutestamenteitamentlichen', 'neutestamenteuteitamentlichen', 'neutestamentlich']",negative
1240,german,99999999,"['kölsch', 'kölsc', 'kölscc', 'kölicsch', 'kölisch', 'kölsic', 'kölsi', 'kölstch', 'kölesch', 'kötlsch']",negative
1241,german,99999999,"['neutestamentlichen', 'neutestamentlich', 'neutlicheestlicheamentlichen', 'nentlicheutentlichestamentlichen', 'neutestamentlicheh', 'neutlicheestamentlichen', 'neutestlicheamentlichen', 'neutlicheestlicheamentn', 'ntlicheeutestamentlichen', 'neutlichestlichamentlichen']",negative
1242,german,99999999,"['st', 's', 'störrisc', 'störris', 'stö', 'stör', 'störr', 'störri', 'störrisct', 'stört']",negative
1243,german,99999999,"['behaarter', 'behaaatea', 'behaaehaateehaa', 'betaarter', 'beehaartaarter', 'behaaater', 'behaartea', 'behaaehaater', 'behaarteehaa', 'behaaaateaa']",negative
1244,german,99999999,"['störrisch', 'störrisct', 'st', 'btörrisch', 'bh', 'störrt', 'stört', 'stt', 'störrist', 'störrit']",negative
1245,german,99999999,"['b', 'behaar', 'behaa', 'beh', 'be', 'beha', 'bh', 'behaarh', 'behaah', 'behh']",negative
1246,german,99999999,"['sischörrischer', 'srischörrischer', 'störrischer', 'shöccischec', 'shötörrisctörriscischetörrisc', 'sörrischöttischet', 'shörrischer', 'störrischörrischer', 'stöccischec', 'stötörrisctörriscischetörrisc']",negative
1247,german,99999999,"['behaart', 'behaarh', 'bh', 'sehaart', 'st', 'beh', 'behaah', 'behah', 'behh', 'srt']",negative
1248,german,99999999,"['störrisch', 'sischerörrisch', 'srischerörrisch', 'srörrisch', 'störrischerörrisch', 'sröeeisch', 'srötörrischetörrischeisch', 'sörrischeröttisch', 'stöeeisch', 'stötörrischetörrischeisch']",negative
1249,german,99999999,"['behaart', 'behaaht', 'behaacht', 'bchaaht', 'bchaart', 'becaart', 'behaascht', 'bschaaht', 'bshaacht', 'bschaart']",negative
1250,german,99999999,"['störrischer', 'störrisch', 'schetörrischer', 'störischerischer', 'störrischeh', 'störriscr', 'schtörrischer', 'schetörrisr', 'sctörrischer', 'störischrischer']",negative
1251,german,99999999,"['störrischörrisch', 'stöhhischörrisch', 'störrischrrischischörrisch', 'stöhhischeh', 'stöhhischörriscr', 'stöhrischörrisch', 'störhischörrisch', 'störrischrrischischör', 'störrischrischörrisch', 'störrrischischörrisch']",negative
1252,german,99999999,"['beheraarter', 'behaarter', 'beraarter', 'beeraarter', 'becheraarter', 'bescheraarter', 'beheraarrterr', 'behaarischeterische', 'beheraariteri', 'behaariteri']",negative
1253,german,99999999,"['störrisch', 'stöhhisch', 'stöhrisch', 'störhisch', 'stöhhiscr', 'stöchchisch', 'stöschschisch', 'stöhriscr', 'störhiscr', 'sctörrisch']",negative
1254,german,99999999,"['behaarterer', 'behaarteher', 'bher', 'sehaarterer', 'srer', 'beher', 'sterer', 'behaarther', 'behaarher', 'behaaher']",negative
1255,german,99999999,"['sischörrisch', 'srischörrisch', 'störrisch', 'shörrisch', 'störrischörrisch', 'shöccisch', 'shötörrisctörriscisch', 'sörrischöttisch', 'stöttisch', 'stöccisch']",negative
1256,german,99999999,"['behaarter', 'ber', 'sehaarter', 'ster', 'behaarher', 'bher', 'br', 'ser', 'sr', 'beher']",negative
1257,german,99999999,"['störrischerer', 'störrischeter', 'ster', 'berer', 'btörrischerer', 'brer', 'störrter', 'störter', 'stter', 'störrischter']",negative
1258,german,99999999,"['behaart', 'betaart', 'beehaartaart', 'behaaat', 'behaaehaat', 'baartehaart', 'behaartaart', 'bertaart', 'beartaart', 'beaartaart']",negative
1259,german,99999999,"['störrischer', 'ster', 'btörrischer', 'ber', 'störriscter', 'ser', 'sr', 'bher', 'br', 'störrter']",negative
1260,german,99999999,"['behaahaarttehaart', 'behaartaart', 'behaartehaart', 'behaahaartter', 'behaarter', 'baarhaattaart', 'bahaaarttaart', 'behaartt', 'behaattet', 'baarhaattaarr']",negative
1261,german,99999999,"['sterörrischer', 'srörterteischerte', 'störrischer', 'störterteischerte', 'srörterteischer', 'srörterischerte', 'srörrteischerte', 'serörtrtischert', 'störterteischer', 'störterischerte']",negative
1262,german,99999999,"['behaart', 'beharart', 'behaarr', 'beharat', 'ber', 'behaar', 'behar', 'behr', 'br', 'behaat']",negative
1263,german,99999999,"['behaart', 'beraart', 'beehaarteraart', 'behaaat', 'beeraart', 'behaarteraart', 'beteraart', 'berteraart', 'bearteraart', 'beaarteraart']",negative
1264,german,99999999,"['störrisch', 'stöttisch', 'stötrisch', 'störtisch', 'störtrtisch', 'störtrisch', 'störrtisch', 'stöartartisch', 'srörrisch', 'stöartrisch']",negative
1265,german,99999999,"['behaarter', 'behaart', 'behartearter', 'behaartet', 'behaarr', 'behartarter', 'behararter', 'behartear', 'behaartt', 'behaat']",negative
1266,german,99999999,"['naschenn', 'nascheen', 'nen', 'gaschenn', 'gnn', 'naen', 'naschen', 'nascen', 'nasen', 'genn']",negative
1267,german,99999999,"['grunze', 'grugze', 'grugrunze', 'grugruze', 'grugrze', 'grugrunzze', 'grunzrunze', 'grugzunze', 'grunzunze', 'grunzze']",negative
1268,german,99999999,"['naschen', 'gaschen', 'nasczen', 'nzen', 'nen', 'nn', 'ghen', 'gen', 'gn', 'gchen']",negative
1269,german,99999999,"['grunzenn', 'grunzeng', 'grunzengrunze', 'grunzengrunz', 'nrunzeng', 'grunzengr', 'grunzengru', 'grunzengrun', 'nngrunze', 'grunzeen']",negative
1270,german,99999999,"['nasche', 'aasche', 'casche', 'ascasche', 'naschasche', 'sasche', 'asasche', 'scasche', 'naschsche', 'naschhe']",negative
1271,german,99999999,"['grunzen', 'grunzeg', 'grunzegrun', 'grunzegrunz', 'grunzegru', 'nrunzeg', 'grunzegr', 'nzegrun', 'negrunz', 'nrunzen']",negative
1272,german,99999999,"['nasche', 'naschasche', 'easchee', 'ascheascheasche', 'naschen', 'naschsche', 'naschhe', 'naschche', 'easchen', 'naschee']",negative
1273,german,99999999,"['grunzenn', 'grunzen', 'grunznn', 'grunzhenn', 'grunzchenn', 'grunazenna', 'grunazena', 'grunazenn', 'grunzenna', 'grunzschenn']",negative
1274,german,99999999,"['nasche', 'easche', 'easchn', 'heasche', 'cheasche', 'scheasche', 'naschen', 'naschn', 'heascn', 'cheasn']",negative
1275,german,99999999,"['nasche', 'naschn', 'naschaschen', 'naschschen', 'naschen', 'naschhen', 'naschchen', 'easche', 'ascheasche', 'aasche']",negative
1276,german,99999999,"['grunze', 'grueze', 'gruheze', 'gruezh', 'grunzh', 'grucheze', 'gruezch', 'gruhezc', 'grunzch', 'grunzc']",negative
1277,german,99999999,"['naschen', 'nasche', 'naschee', 'naschn', 'nasce', 'nase', 'nae', 'ne', 'nascn', 'nasn']",negative
1278,german,99999999,"['grunz', 'g', 'gr', 'grun', 'gru', 'ge', 'grunze', 'ez', 'erunz', 'unzer']",negative
1279,german,99999999,"['naschen', 'aaschea', 'caschec', 'ascascheasc', 'aaschen', 'naschea', 'caschen', 'naschec', 'ascaschen', 'nascheasc']",negative
1280,german,99999999,"['grunze', 'grunhe', 'nrunze', 'ghe', 'ge', 'nze', 'ne', 'grhe', 'gre', 'nnze']",negative
1281,german,99999999,"['nasch', 'n', 'na', 'nasc', 'nas', 'ne', 'nasche', 'nasce', 'gh', 'gasch']",negative
1282,german,99999999,"['grugzeg', 'grugrunzegrun', 'grunzen', 'grugruzegru', 'grugzen', 'grunzeg', 'grugrzegr', 'grugrunzen', 'grunzegrun', 'grugruzen']",negative
1283,german,99999999,"['nasche', 'nascze', 'gasche', 'nze', 'ne', 'ghe', 'ge', 'naze', 'nae', 'gche']",negative
1284,german,99999999,"['grunze', 'grugze', 'grugrunzeze', 'grunzn', 'grunzrunzen', 'grugrunzze', 'grugrze', 'grugruze', 'grugrunze', 'grugrunzzn']",negative
1285,german,99999999,"['nasche', 'easche', 'nzasche', 'zeasche', 'easchz', 'naschz', 'nzeasche', 'easchnz', 'zeaschn', 'naschnz']",negative
1286,german,99999999,"['grunzen', 'grunze', 'grunzee', 'grunzn', 'grune', 'grue', 'gre', 'ge', 'grunn', 'grun']",negative
1287,german,99999999,"['grugzeg', 'grugrunzzegrunz', 'grunze', 'grunzrunze', 'gruezee', 'grurunzezerunze', 'grunzen', 'grugrunzegrun', 'grugzen', 'grunzeg']",negative
1288,german,99999999,"['naschenn', 'naschen', 'naschnn', 'nzeaschenze', 'nzaschnnz', 'nzaschenz', 'nzeaschen', 'naschenze', 'nzaschnn', 'naschnnz']",negative
1289,german,99999999,"['grunze', 'grueze', 'gruezn', 'grunzen', 'grunzn', 'grunn', 'grun', 'grn', 'gn', 'grune']",negative
1290,german,99999999,"['W', 'Waag', 'Waa', 'Wa', 'Wl', 'Waagl', 'Waal', 'Wal', 'Ka', 'Kg']",negative
1291,german,99999999,"['Kszahlrnldundungszdunhlszahln', 'Kszahlrnldundungszdunhlen', 'Kernldundungszdunhlszahln', 'Kszahlrnldundungszahlszahln', 'Kszahlrnladungszdunhlszahln', 'Kernldundungszdunhlen', 'Kszahlrnladungszahlszahln', 'Kszahlrnldundungszahlen', 'Kszahlrnladungszdunhlen', 'Kernldundungszahlszahln']",negative
1292,german,99999999,"['Waage', 'Waagl', 'Wl', 'Kaage', 'Ke', 'Wal', 'Waal', 'Kge', 'Kage', 'Waahe']",negative
1293,german,99999999,"['Ke', 'Kernladungszah', 'K', 'Kernladungs', 'Kernlad', 'Kernladungsza', 'Kernladungsz', 'Kernladung', 'Kernladun', 'Kernladu']",negative
1294,german,99999999,"['Waagen', 'Waagea', 'Waageaa', 'Waagan', 'Wgggen', 'Waagaaggen', 'Waaggn', 'Waagaagn', 'Wgagen', 'Waggen']",negative
1295,german,99999999,"['Kernladungszahl', 'Kernladungszahe', 'Ke', 'Wernladungszahl', 'Wl', 'Kernladunge', 'Kee', 'Wahl', 'Kernlade', 'Kernladungszae']",negative
1296,german,99999999,"['Waage', 'Waaga', 'Weege', 'Waageaagege', 'Waagaage', 'Weage', 'Waege', 'Waageage', 'Waaagege', 'Waagage']",negative
1297,german,99999999,"['Kernladungszahl', 'Kereladuegszahl', 'Kereladungszahl', 'Kernladuegszahl', 'Kernlagdungszaghl', 'Kergeladugegszahl', 'Kgreladuegszahl', 'Kernlagdungszahl', 'Kernladungszaghl', 'Kergeladungszahl']",negative
1298,german,99999999,"['Waagen', 'Waage', 'Wageagen', 'Waagee', 'Waagn', 'Wagagen', 'Wagean', 'Waae', 'Wae', 'We']",negative
1299,german,99999999,"['Waage', 'Waagen', 'Waagaage', 'Waagge', 'Waagee', 'Waagage', 'Waageaage', 'Waagege', 'Waagea', 'Waageaa']",negative
1300,german,99999999,"['Kenrnladungszahlenn', 'Kenrnladungszahlen', 'Kernladungszahlenn', 'Kernladungszahlen', 'Knrnladungeszahlnn', 'Knrnladungeszahlen', 'Kernladungeszahlnn', 'Knrnladungszahlnn', 'Kernladungeszahlen', 'Knrnladungszahlen']",negative
1301,german,99999999,"['Waage', 'Wagage', 'Waagen', 'Waagn', 'Wagae', 'Waan', 'Wan', 'Wn', 'Waae', 'Wae']",negative
1302,german,99999999,"['Kernladungszahlenn', 'Kernladungszahleen', 'Ken', 'Wernladungszahlenn', 'Wnn', 'Kernladungen', 'Keen', 'Kernladungszahen', 'Kernladen', 'Kernladungszahlen']",negative
1303,german,99999999,"['Waage', 'Waaga', 'Waaaage', 'Waagaa', 'Waaage', 'Waagaage', 'Waaae', 'Waagge', 'Waaaae', 'Waagage']",negative
1304,german,99999999,"['Kernladungszahlen', 'Ken', 'Wernladungszahlen', 'Kernladungszahgen', 'Kgen', 'Kn', 'Wlen', 'Wen', 'Wn', 'Kernladungszhhlen']",negative
1305,german,99999999,"['Waagenen', 'Waagelen', 'Wlen', 'Kenen', 'Kaagenen', 'Knen', 'Walen', 'Waalen', 'Waaglen', 'Kagenen']",negative
1306,german,99999999,"['Kernlhdunlszhhl', 'Kernlhdungszhhl', 'Kernlhdunlszahl', 'Kernladunlszhhl', 'Kernldungszahdunlszdungszahhl', 'Kernlddunungszahlszdhl', 'Kernlzdunhlszzhl', 'Kernlldundungszahlszlhl', 'Kernlernladungszdunhlszernladungszhl', 'Kernlernldundungszahlszernlhl']",negative
1307,german,99999999,"['Waagen', 'Kaagen', 'Ken', 'Waalen', 'Wlen', 'Wen', 'Wn', 'Kgen', 'Kn', 'Kagen']",negative
1308,german,99999999,"['Kernldundungszdunhlszahl', 'Kerrnladungszahlladurnladungszahlgszahlernladungszahl', 'Kernldundungszahlszahl', 'Kernladungszdunhlszahl', 'Kerrnladungszahlladungszahlernladungszahl', 'Kernladurnladungszahlgszahlernladungszahl', 'Kerrnladungszahlladurnladungszahlgszahlen', 'Kernladungszahlszahl', 'Kernladungszahlernladungszahl', 'Kernladunhszahll']",negative
1309,german,99999999,"['Waagen', 'Wahleahlegen', 'Wahlahlgen', 'Wahahgen', 'Wahleagen', 'Waahlegen', 'Wahlagen', 'Waahlgen', 'Wahagen', 'Waahgen']",negative
1310,german,99999999,"['Kernladungszahl', 'Kerlladulgszahl', 'Kerlladungszahl', 'Kernladulgszahl', 'Kerlladulgszahn', 'Kerhlladuhlgszahl', 'Kerahlladuahlgszahl', 'Kerzahlladuzahlgszahl', 'Kerszahlladuszahlgszahl', 'Kerlladungszahn']",negative
1311,german,99999999,"['Kszahlenrnldundungszdunhl', 'Kernldundungszdunhl', 'Kszahlenrnldundungszahl', 'Kszahlenrnladungszdunhl', 'Kernldundungszahl', 'Kernladungszdunhl', 'Kszahlenrnladungszahl', 'Kernladungszahl', 'Kszahlenrnlndungsznhl', 'Kszahlenrnlernladundungszernladunhl']",negative
1312,german,99999999,"['Waage', 'Wahahge', 'Wahage', 'Waahge', 'Waagh', 'Whhge', 'Wadadge', 'Waagah', 'Waaga', 'Whage']",negative
1313,german,99999999,"['Kernlenadungszahlen', 'Kernladungszahlen', 'Kernlenadungszahl', 'Kernladungszahl', 'Kernnadungszahlen', 'Kernnadungszahlel', 'Kernlahledungszahlen', 'Kerngszahleladungszahlen', 'Kernenadungszahlen', 'Kernhlenadungszahlen']",negative
1314,german,99999999,"['e', 'einsprachi', 'einsprach', 'ei', 'ein', 'eins', 'einsp', 'einspr', 'einspra', 'einsprac']",negative
1315,german,99999999,"['bbhaartbr', 'bbehaarhaartbehaarr', 'bbehahaartbehar', 'behaarter', 'bbhaarter', 'behaartbr', 'bbehaahaartbehaar', 'bbehaartber', 'bbehhaartbehr', 'bbehaarhaarter']",negative
1316,german,99999999,"['einsprachig', 'einsprachit', 'et', 'binsprachig', 'bg', 'einsprt', 'eit', 'einspract', 'einspracht', 'einsprat']",negative
1317,german,99999999,"['b', 'behaar', 'behaa', 'be', 'beh', 'beha', 'bg', 'behaarg', 'behaag', 'beg']",negative
1318,german,99999999,"['einsprachiger', 'einspchiachigechi', 'einspcachigec', 'cinsprachigcr', 'inspracinsprachiginspracr', 'einsprichiger', 'einspchiachiger', 'einsprachigechi', 'einspcachiger', 'einsprachigec']",negative
1319,german,99999999,"['behaart', 'behaarg', 'bg', 'eehaart', 'et', 'beg', 'behag', 'behaag', 'behg', 'ert']",negative
1320,german,99999999,"['einsprachig', 'einspchigeachig', 'einspcachig', 'cinsprachig', 'inspracinsprachig', 'einsprpchig', 'einsprinspchig', 'einsprichig', 'einspiachig', 'iinsprachig']",negative
1321,german,99999999,"['behaart', 'behaagt', 'behiaart', 'behaaigt', 'bihaagt', 'bihaart', 'behaahigt', 'behachiachirt', 'bhihaagt', 'bhhaaigt']",negative
1322,german,99999999,"['einsprachiger', 'einsprachig', 'eigensprachiger', 'eigensprachigeg', 'eigensprachir', 'eignsprachiger', 'einsprachigeg', 'eigensprachig', 'eignsprachigg', 'einsprachir']",negative
1323,german,99999999,"['einsprachigg', 'einsprachiginsprachig', 'einspgachigeg', 'einspinsprachigachigeinsprachig', 'einsprachiger', 'einsprachigchig', 'cinsprachigcr', 'inspracinsprachiginspracr', 'iinspgachigig', 'insprachiinspgachiginsprachig']",negative
1324,german,99999999,"['behaarter', 'behigeaarter', 'behigaarter', 'behiaarter', 'behachigeachigerter', 'behacacrter', 'behaaratera', 'beihaarteir', 'beeaarter', 'behachigachigrter']",negative
1325,german,99999999,"['einsprachig', 'einspgachig', 'einspgachir', 'einspigachig', 'einsphigachig', 'einspchigachig', 'einsprachir', 'einspigachr', 'einsphigacr', 'einspchigar']",negative
1326,german,99999999,"['behaarterer', 'behaarterbr', 'behaarterbehaarter', 'behaarterbehaartr', 'eehaarterbr', 'behaarterber', 'behaarterbehr', 'behaarterbehar', 'behaarterbehaar', 'behaarterbehaarr']",negative
1327,german,99999999,"['einsprachig', 'einsprichig', 'cinsprachig', 'inspracinsprachig', 'einspcachig', 'einspchiachig', 'einsprpchig', 'einsprinspchig', 'iinsprachig', 'einspiachig']",negative
1328,german,99999999,"['behaarter', 'behaartbr', 'behaartbehaarr', 'behaartbehaar', 'eehaartbr', 'behaartbehar', 'behaartber', 'behaartbehr', 'etbehaarr', 'ber']",negative
1329,german,99999999,"['einsprachigerer', 'einsprachigeter', 'eter', 'berer', 'binsprachigerer', 'brer', 'einsprter', 'eiter', 'einspracter', 'einsprachigter']",negative
1330,german,99999999,"['behaart', 'bbhaart', 'bbehaarhaart', 'bbehahaart', 'bbehaahaart', 'bbehaart', 'bbehhaart', 'behaaat', 'behaaht', 'behaaehat']",negative
1331,german,99999999,"['einsprachiger', 'binsprachiger', 'ber', 'einsprachiter', 'eter', 'eer', 'er', 'bger', 'br', 'einsprter']",negative
1332,german,99999999,"['behaahaarttehaart', 'behaartehaart', 'behaahaartter', 'bbhaartbr', 'behaarter', 'bbehaarhaartbehaarr', 'behaartt', 'bbehahaartbehar', 'behaattet', 'behaaehaartteehaart']",negative
1333,german,99999999,"['einsprachiger', 'einsprteachigerte', 'einsprteachiger', 'einsprachigerte', 'einsprtachigert', 'einsprtachiger', 'einsprachigert', 'einspeartchigee', 'einspeartchiger', 'einsprartchigee']",negative
1334,german,99999999,"['behaart', 'beharart', 'behaarr', 'beharat', 'ber', 'behaar', 'behar', 'behr', 'br', 'behaat']",negative
1335,german,99999999,"['behaart', 'bbhaart', 'bbehaartehaart', 'bbehaarthaart', 'bbehaart', 'bbehhaart', 'bbehahaart', 'bbehaahaart', 'bbehaarhaart', 'behtetert']",negative
1336,german,99999999,"['einsprachig', 'einsptachig', 'einsprarchig', 'einsprtachig', 'rinsptachig', 'rinsprachig', 'einspraarchig', 'einspartachig', 'einsprrchaig', 'einsprachaig']",negative
1337,german,99999999,"['behaarter', 'behaart', 'behartearter', 'behaartet', 'behaarr', 'behartarter', 'behararter', 'behartear', 'behaartt', 'behaat']",negative
1338,german,99999999,"['hochr', 'h', 'hochrei', 'hochre', 'hoch', 'ho', 'hoc', 'hh', 'hochh', 'ur']",negative
1339,german,99999999,"['urkuchdlichkundlr', 'urkundlichkundlr', 'urkuchdlicher', 'urkundlicher', 'urkundlicuer', 'urkundlicurkundler', 'urkuchdlicuer', 'urkuchdlicurkunder', 'urkundlicurkundlicer', 'urkuhdlicher']",negative
1340,german,99999999,"['hochrein', 'hochreih', 'hh', 'uochrein', 'un', 'hoch', 'hoh', 'hochreh', 'hochrh', 'hochh']",negative
1341,german,99999999,"['u', 'urkundlic', 'urkundli', 'urkun', 'ur', 'urk', 'urku', 'urkund', 'urkundl', 'un']",negative
1342,german,99999999,"['honreiner', 'hreinochreinreiner', 'hreinochreinreoner', 'hochreinreiner', 'hreinochreiner', 'hochreiner', 'hochreinreoner', 'hoochreinreiner', 'hreinochreoner', 'nocnreiner']",negative
1343,german,99999999,"['urkundlich', 'urkundlicn', 'un', 'hrkundlich', 'hh', 'urkundlin', 'urn', 'urkn', 'urkundln', 'urkundn']",negative
1344,german,99999999,"['honerrein', 'hreinerochreinerrein', 'hreinerochreinerreon', 'hochreinerrein', 'hreinerochrein', 'horrein', 'hochreinerreon', 'hoochreinerrein', 'hreinerochreon', 'hochrein']",negative
1345,german,99999999,"['urkundlich', 'unkundlich', 'uinkundlich', 'urkuidlich', 'uhrkundlic', 'ureikundlich', 'ueinkundlich', 'urkundlic', 'urkundlih', 'urekundlich']",negative
1346,german,99999999,"['hochreiner', 'hochrein', 'hreineochreiner', 'hochreinen', 'hochreir', 'hreinochreiner', 'hreiochreiner', 'hrochreiner', 'hreochreiner', 'hreineochr']",negative
1347,german,99999999,"['hochreinrein', 'hochreonrein', 'hochnreiinrein', 'hocheinrinrein', 'hochnreiinreir', 'hochrreiinrein', 'hocheinrinrr', 'hochrrinrein', 'hochnreiinen', 'hochneinrein']",negative
1348,german,99999999,"['urkunerdlicher', 'urkundlicher', 'urkurdlinecher', 'urkundlinecher', 'urkurdlicher', 'urkuerdlincher', 'urkundlincher', 'urkuerdlicher', 'ureinkundlicherein', 'urkurdlecheinr']",negative
1349,german,99999999,"['hochrein', 'hochnein', 'hochneir', 'hreiochrein', 'hochinein', 'hochreir', 'hochiner', 'hreochrein', 'hrochrein', 'hreiochn']",negative
1350,german,99999999,"['urkundlicherer', 'urkundlichener', 'uner', 'hrkundlicherer', 'hrer', 'urkundliner', 'urner', 'urkundlichner', 'urkner', 'urkundlicner']",negative
1351,german,99999999,"['honrein', 'hreinochreinrein', 'hreinochreinreon', 'hochrein', 'hochreinrein', 'hochrreinein', 'hreinochrein', 'hochreinreon', 'hoochreinrein', 'hochrreineon']",negative
1352,german,99999999,"['urkundlicher', 'hrkundlicher', 'urkundlicner', 'uner', 'uer', 'ur', 'hher', 'her', 'hr', 'urkuner']",negative
1353,german,99999999,"['hochreinerer', 'hochreineher', 'hher', 'uochreinerer', 'urer', 'hocher', 'hoher', 'hochreinher', 'hochreher', 'hochreiher']",negative
1354,german,99999999,"['urkuchdlich', 'urkundlich', 'urkundlicu', 'urkundlicurkundl', 'urkuchdlicu', 'urkundlicurkundlic', 'urkuchdlicurkund', 'urkundlicurkund', 'urkundlicurk', 'urkundlicur']",negative
1355,german,99999999,"['hochreiner', 'uochreiner', 'hochreiher', 'hher', 'her', 'hr', 'uner', 'uer', 'ur', 'hocher']",negative
1356,german,99999999,"['urkundlichdlich', 'urkucdlichh', 'urkundlichh', 'urkundlicudlich', 'urkundlicurkdlich', 'urkundlichrkundlich', 'urkundluchdlich', 'urkundlrkuchdlich', 'urkundlicher', 'urkundlicuer']",negative
1357,german,99999999,"['herocherreiner', 'hocherreiner', 'herochreiner', 'hochreiner', 'rocherreiner', 'rochehreiner', 'rocrreiner', 'erocherreiner', 'hochehreiner', 'rochreiner']",negative
1358,german,99999999,"['urkundlich', 'uhkundlich', 'uhkundlicr', 'undlicrkundlich', 'uchkundlich', 'uichkundlich', 'ulichkundlich', 'udlichkundlich', 'undlichkundlich', 'uundlichkundlich']",negative
1359,german,99999999,"['urkundlicu', 'urkundlicurkundl', 'urkundlich', 'uekundlich', 'urkucherdlich', 'urkurdlich', 'urkundlicurkund', 'urkundlicur', 'urkundlicurk', 'urkundlicurku']",negative
1360,german,99999999,"['hochrein', 'hocrein', 'hochhein', 'hochreicn', 'hochchein', 'hochhcin', 'hochrcin', 'coccrein', 'cochrein', 'hoccrein']",negative
1361,german,99999999,"['urkundlicher', 'urkundlich', 'undlicherkundlicher', 'urkundlicheh', 'urkundlicr', 'undlichrkundlicher', 'unrkundlicher', 'undrkundlicher', 'undlrkundlicher', 'undlirkundlicher']",negative
1362,german,99999999,"['steigen', 'sn', 'steign', 'sten', 'stn', 'stein', 'sen', 'steigeen', 'steen', 'steien']",negative
1363,german,99999999,"['homoersnisisrshomogeni', 'homosiernnisinrnhomoge', 'homoeromogenisnisiomogenisromogenish', 'homosieromogennisiomogenromogenh', 'homogsnisisrshomogeni', 'homognnisinrnhomoge', 'homogomogenisnisiomogenisromogenish', 'homogomogennisiomogenromogenh', 'homoerenisisrshomogeni', 'homosierenisinrnhomoge']",negative
1364,german,99999999,"['steigen', 'hteigen', 'steiren', 'sren', 'sen', 'sn', 'hgen', 'hen', 'hn', 'sten']",negative
1365,german,99999999,"['homogenin', 'homogenisieren', 'hn', 'homogenisiern', 'homogen', 'homogenisien', 'hon', 'homn', 'homon', 'homogn']",negative
1366,german,99999999,"['steigest', 'stetgest', 'eteigeet', 'teteigetet', 'steitest', 'eteigest', 'steigeet', 'teteigest', 'steigetet', 'sttigtst']",negative
